Artist,Lyrics
Dua-lipa,"104 ContributorsTranslationsFrançaisTürkçeEspañolСрпскиРусскийPortuguêsItalianoΕλληνικάDeutschEnglishNederlandsBreak My Heart Lyrics[Verse 1]
I've always been the one to say the first goodbye
Had to love and lose a hundred million times
Had to get it wrong to know just what I like
Now I'm falling
You say my name like I have never heard before
I'm indecisive, but, this time, I know for sure
I hope I'm not the only one that feels it all
Are you falling?

[Pre-Chorus]
Centre of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
I'm afraid of all the things it could do to me
If I would've known it, baby

[Chorus]
I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no, I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
See Dua Lipa LiveGet tickets as low as $65You might also like[Verse 2]
I wonder, when you go, if I stay on your mind
Two can play that game, but you win me every time
Everyone before you was a waste of time
Yeah, you got me

[Pre-Chorus]
Centre of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
I'm afraid of all the things it could do to me
If I would've known it, baby

[Chorus]
I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home (I would've stayed at home 'cause I–)
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no, I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
[Bridge]
Ooh, break my heart
Ooh, break my heart
Ooh
Am I falling in love with the one that could break my heart?

[Chorus]
I would've stayed at home
'Cause I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home (I would've stayed at home 'cause I–)
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?
Oh no (Oh no), I was doing better alone
But when you said, ""Hello""
I knew that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love with the one that could break my heart?83Embed"
Dua-lipa,"66 ContributorsTranslationsFrançaisEspañolBe the One Lyrics[Verse 1]
I see the moon, I see the moon, I see the moon
Oh, when you're looking at the sun
You're not a fool, I'm not a fool, not a fool
No, you're not fooling anyone

[Pre-Chorus]
Oh, but when you're gone, when you're gone, when you're gone
Oh, baby, all the lights go out
Thinking now that maybe I was wrong, I was wrong, I was wrong
Come back to me, baby, we can work this out

[Chorus]
Oh, baby, come on, let me get to know you
Just another chance so that I can show
That I won't let you down and run
No, I won't let you down and run
'Cause I could be the one
I could be the one

[Post-Chorus]
I could be the one
I could be the one

[Verse 2]
I see in blue, I see in blue, I see in blue
Oh, when you see everything in red
There is nothing that I wouldn't do for you, do for you, do for you
Oh, 'cause you got inside my head
See Dua Lipa LiveGet tickets as low as $65You might also like[Pre-Chorus]
Oh, but when you're gone, when you're gone, when you're gone
Oh, baby, all the lights go out
Thinking now that maybe I was wrong, I was wrong, I was wrong
Come back to me, baby, we can work this out

[Chorus]
Oh, baby, come on, let me get to know you
Just another chance so that I can show
That I won't let you down and run
No, I won't let you down and run
'Cause I could be the one
I could be the one

[Bridge]
I could be the one
Be the one, be the one, be the one
Be the one, be the one, be the one
I could be the one
Be the one, be the one, be the one
Be the one, be the one, be the one
I could be the one
Be the one, be the one, be the one
Be the one, be the one, be the one
I could be the one
Be the one, be the one, be the one
Be the one, be the one, be the one
Will you be mine?
[Chorus]
Oh, baby, come on, let me get to know you
Just another chance so that I can show
That I won't let you down and run
No, I won't let you down and run
'Cause I could be the one
I could be the one

[Outro]
I could be the one53Embed"
Dua-lipa,"109 ContributorsTranslationsFrançaisEspañolDeutschLevitating (Remix) Lyrics[Intro: DaBaby]
Billboard Baby, Dua Lipa make 'em dance when it come on
Everybody lookin' for a dancefloor to run on

[Verse 1: Dua Lipa]
If you wanna run away with me, I know a galaxy
And I can take you for a ride
I had a premonition that we fell into a rhythm
Where the music don't stop for life
Glitter in the sky, glitter in my eyes
Shining just the way I like
If you're feeling like you need a little bit of company
You met me at the perfect time

[Pre-Chorus: Dua Lipa]
You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading
Yeah, yeah, yеah, yeah, yeah

[Chorus: Dua Lipa]
I got you, moonlight, you're my starlight
I need you all night, comе on, dance with me
I'm levitating
You, moonlight, you're my starlight (You're the moonlight)
I need you all night, come on, dance with me
I'm levitating
See Dua Lipa LiveGet tickets as low as $65You might also like[Verse 2: DaBaby]
I'm one of the greatest, ain't no debatin' on it (Let's go)
I'm still levitated, I'm heavily medicated
Ironic I gave 'em love and they end up hatin' on me (Go)
She told me she love me and she been waitin'
Been fightin' hard for your love and I'm runnin' thin on my patience
Needed someone to hug, even took it back to the basics
You see what you got me out here doin'? (Yeah)
Mighta threw me off, but can't nobody stop the movement
Uh-uh, let's go
Left foot, right foot, levitatin' (C'mon)
Pop stars (Go), Dua Lipa with DaBaby
I had to lace my shoes for all the blessings I was chasin' (Go)
If I ever slip, I'll fall into a better situation
So catch up, go put some cheese on it
Get out and get your bread up (Yeah, yeah)
They always leave when you fall, but you run together (Hey)
Weight of the world on my shoulders, I kept my head up
Now, baby, stand up, 'cause, girl, you

[Pre-Chorus: Dua Lipa & DaBaby]
You want me (Hey), I want you, baby (Hey)
My sugarboo, I'm levitating
The Milky Way, we're renegading
Yeah, yeah, yeah, yeah, yeah
[Chorus: Dua Lipa]
I got you, moonlight, you're my starlight
I need you all night, come on, dance with me
I'm levitating
You, moonlight, you're my starlight (You're the moonlight)
I need you all night, come on, dance with me
I'm levitating

[Post-Chorus: Dua Lipa]
You can fly away with me tonight
You can fly away with me tonight
Baby, let me take you for a ride
Yeah, yeah, yeah, yeah, yeah
I'm levitating (Woo)
You can fly away with me tonight
You can fly away with me tonight
Baby, let me take you for a ride
Yeah, yeah, yeah, yeah, yeah (Woo)

[Bridge: Dua Lipa]
My love is like a rocket, watch it blast off
And I'm feeling so electric, dance my ass off
And even if I wanted to, I can't stop
Yeah, yeah, yeah, yeah, yeah
My love is like a rocket, watch it blast off
And I'm feeling so electric, dance my ass off
And even if I wanted to, I can't stop
Yeah, yeah, yeah, yeah, yeah
[Pre-Chorus: Dua Lipa]
You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading

[Chorus: Dua Lipa & DaBaby]
I got you (Yeah), moonlight, you're my starlight
I need you all night (All night), come on, dance with me (Let's go)
I'm levitating (Woo)

[Post-Chorus: Dua Lipa]
You can fly away with me tonight (Tonight)
You can fly away with me tonight
Baby, let me take you for a ride
Yeah, yeah, yeah, yeah, yeah (Take you for a ride)
I'm levitating (Woo)
You can fly away with me tonight (Tonight)
You can fly away with me tonight
Baby, let me take you for a ride
Yeah, yeah, yeah, yeah, yeah (Let me take you for a ride)

[Chorus: Dua Lipa]
I got you, moonlight, you're my starlight
I need you all night, come on, dance with me
I'm levitating29Embed"
Dua-lipa,"120 ContributorsTranslationsTürkçeEspañolفارسیNederlandsΕλληνικάFrançaisBahasa IndonesiaDeutschPhysical Lyrics[Verse 1]
Common love isn't for us
We created something phenomenal
Don't you agree?
Don't you agree?
You got me feeling diamond rich
Nothing on this planet compares to it
Don't you agree?
Don't you agree?

[Pre-Chorus]
Who needs to go to sleep when I got you next to me?

[Chorus]
All night, I'll riot with you
I know you got my back and you know I got you
So come on (Come on), come on (Come on), come on (Come on)
Let's get physical
Lights out, follow the noise
Baby, keep on dancing like you ain't got a choice
So come on (Come on), come on (Come on), come on
Let's get physical

[Verse 2]
Adrenaline keeps on rushing in
Love the simulation we're dreaming in
Don't you agree?
Don't you agree?
I don't wanna live another life
'Cause this one's pretty nice
Living it up
See Dua Lipa LiveGet tickets as low as $65You might also like[Pre-Chorus]
Who needs to go to sleep when I got you next to me?

[Chorus]
All night, I'll riot with you
I know you got my back and you know I got you
So come on (Come on), come on (Come on), come on (Come on)
Let's get physical
Lights out, follow the noise
Baby, keep on dancing like you ain't got a choice
So come on (Come on), come on (Come on), come on
Let's get physical

[Bridge]
Hold on just a little tighter
Come on, hold on, tell me if you're ready
Come on (Come on, come on)
Baby, keep on dancing
Let's get physical
Hold on just a little tighter
Come on, hold on, tell me if you're ready
Come on (Come on, come on)
Baby, keep on dancing
Let's get physical

[Chorus]
All night, I'll riot with you
I know you got my back and you know I got you
So come on, come on, come on
Let's get physical
Lights out, follow the noise
Baby, keep on dancing like you ain't got a choice
So come on (Come on), come on (Come on), come on
Let's get physical (Physical, physical)
[Outro]
Let's get physical (Physical, physical)
Physical (Physical, physical)
Let's get physical (Physical, physical)
Come on, phy-phy-phy-physical81Embed"
Dua-lipa,"86 ContributorsTranslationsTürkçeEspañolРусскийPortuguêsPolski日本語ItalianoDeutschFrançaisWe’re Good Lyrics[Verse 1]
I'm on an island, even when you're close
Can't take the silence, I'd rather be alone

[Pre-Chorus]
I think it's pretty plain and simple, we gave it all we could
It's time I wave goodbye from the window
Let's end this like we should and say we're good

[Chorus]
We're not meant to be, like sleeping and cocaine
So let's at least agree to go our separate ways
Not gonna judge you when you're with somebody else
As long as you swear you won't be pissed when I do it myself
Let's end it like we should and say we're good

[Verse 2]
No need to hide it, go get what you want
This won't be a burden if we both don't hold a grudge

[Pre-Chorus]
I think it's pretty plain and simple, we gave it all we could
It's time I wave goodbye from the window
Let's end this like we should and say we're good

[Chorus]
We're not meant to be, like sleeping and cocaine
So let's at least agree to go our separate ways
Not gonna judge you when you're with somebody else
As long as you swear you won't be pissed when I do it myself
Let's end it like we should and say we're good
See Dua Lipa LiveGet tickets as low as $65You might also like[Bridge]
Now you're holding this against me like I knew you would
I'm trying my best to make this easy
So don't give me that look, just say we're good

[Chorus]
We're not meant to be, like sleeping and cocaine
(Like sleeping and cocaine)
So let's at least agree to go our separate ways
(To go our separate ways, oh)
Not gonna judge you when you're with somebody else
As long as you swear you won't be pissed when I do it myself
Let's end it like we should and say we're good49Embed"
Dua-lipa,"58 ContributorsTranslationsFrançaisEspañolHomesick Lyrics[Verse 1: Dua Lipa]
Here, where the sky's falling
I'm covered in blue
I'm running and I'm crawling
Fighting for you
When the rain stops, then, darling, what will I do?
And I know I go all in, but why do I?

[Chorus: Dua Lipa]
You give me a reason, something to believe in
I know, I know, I know
You give me a meaning, something I can breathe in
I know, I know, I know
It's a bittersweet feeling
Longing, and I'm leaving
I go, I go, I go
But I wish I was there with you
Oh, I wish I was there with you

[Verse 2: Dua Lipa & Chris Martin]
There's a crack in my window
A bird in my room
Angels all over that watch over you
When I'm walking on water
All my dreams have come true
Still, nothing means nothing
Without you, you
See Dua Lipa LiveGet tickets as low as $65You might also like[Chorus: Dua Lipa & Chris Martin]
You give me a reason, something to believe in
I know, I know, I know
You give me a meaning, something I can breathe in
I know, I know, I know
It's a bittersweet feeling
Longing, and I'm leaving
I go, I go, I go
Tell my heart to lie, but I know deep inside it's true
That I wish I was there with you
That I wish I was there with you
Oh, I wish I was there with you

[Instrumental Break]

[Chorus: Dua Lipa & Chris Martin]
You give me a reason, something to believe in
I know, I know, I know
You give me a meaning, something I can breathe in
I know, I know, I know
It's a bittersweet feeling
Longing, and I'm leaving
I go, I go, I go
Tell my heart to lie, but I know deep inside it's true
That I wish I was there with you
That I wish I was there with you
Oh, I wish I was there with you35Embed"
Dua-lipa,"103 ContributorsTranslationsFrançaisPortuguêsفارسیEspañolNederlandsСрпскиDeutschTürkçeLove Again Lyrics[Verse 1]
I never thought that I would find a way out
I never thought I'd hear my heart beat so loud
I can't believe there's something left in my chest anymore
But goddamn, you got me in love again
I used to think that I was made out of stone
I used to spend so many nights on my own
I never knew I had it in me to dance anymore
But goddamn, you got me in love again

[Pre-Chorus]
Show me that heaven's right here, baby
Touch me, so I know I'm not crazy
Never have I ever met somebody like you
Used to be afraid of love and what it might do
But goddamn, you got me in love again

[Chorus]
You got me in love again
You got me in love again
You got me in love again
Again

[Verse 2]
So many nights, my tears fell harder than rain
Scared I would take my broken heart to the grave
I'd rather die than have to live in a storm like before
But goddamn, you got me in love again
See Dua Lipa LiveGet tickets as low as $65You might also like[Pre-Chorus]
Show me that heaven's right here, baby
Touch me, so I know I'm not crazy
Never have I ever met somebody like you
Used to be afraid of love and what it might do
But goddamn, you got me in love again

[Chorus]
You got me in love again
You got me in love again
You got me in love again
Again

[Refrain]
I can't believe, I can't believe
I finally found someone
I'll sink my teeth in disbelief
'Cause you're the one that I want
I can't believe, I can't believe
I'm not afraid anymore
Goddamn, you got me in love again

[Bridge]
La-la-la, la-la-la
La-la-la, la-la-la
I never thought that I would find a way out
I never thought I'd hear my heart beat so loud
I can't believe there's something left in my chest anymore
Oh, goddamn, you got me in love again
(We're in love, we're in love)
(We're in love, we're in love, oh, oh)
[Refrain]
I can't believe, I can't believe
I finally found someone
I'll sink my teeth in disbelief
'Cause you're the one that I want
I can't believe there's something left inside my chest anymore
But goddamn, you got me in love again

[Chorus]
You got me in love again
You got me in love again
You got me in love again (Again and again)
Again (And again and again and again)65Embed"
Dua-lipa,"71 ContributorsTranslationsFrançaisEspañolHotter Than Hell Lyrics[Intro]
(Ah yeah)
(Ah yeah)

[Verse 1]
He calls me the devil
I make him wanna sin
Every time I knock
He can't help but let me in
Must be homesick for the real
I'm the realest it gets
You'd probably still adore me
With my hands around your neck

[Pre-Chorus]
Can you feel the warmth? Yeah
As my kiss goes down you like some sweet alcohol
Where I'm coming from, yeah
It's the darker side of me that makes you feel so numb

[Chorus]
'Cause we're hot like hell
Does it burn when I'm not there?
And you're by yourself
Am I the answer to your prayers?
I'm giving you that pleasure heaven
And I'll give it to you
Hotter than hell
Hotter than hell
See Dua Lipa LiveGet tickets as low as $65You might also like[Verse 2]
You're my manna from heaven
We all gotta get fed
Can't let me know I'm wanted
Can't let me in your head
I'm not here to make you kneel
But it's praise that I get
You ain't gonna walk free, boy
Not finished with you yet, no

[Pre-Chorus]
Can you feel the warmth? Yeah
As my kiss goes down you like some sweet alcohol
Where I'm coming from, yeah
It's the darker side of me that makes you feel so numb

[Chorus]
'Cause we're hot like hell
Does it burn when I'm not there?
And you're by yourself
Am I the answer to your prayers?
I'm giving you that pleasure heaven
And I'll give it to you
Hotter than hell
Hotter than hell
[Bridge]
When we go down right there
You make me feel right there
When you lay me down right there
We just make it right there
'Cause you're looking so right there
Baby, you should touch me right there
If you take me right there
We could make it

[Chorus]
'Cause we're hot like hell
Does it burn when I'm not there?
And you're by yourself
Am I the answer to your prayers? (Hey, hey, hey, hey)
I'm giving you that pleasure heaven
And I'll give it to you
Hotter than hell
Hotter than hell (Hey)
Hotter than hell (Hey, hey, hey, hey)
Hotter than hell
And I'll give it to you
Hotter than hell57Embed"
Dua-lipa,"116 ContributorsTranslationsTürkçeEspañolDua Lipa - Boys Will Be Boys (Srpski Prevod)PortuguêsDeutschFrançaisفارسیNederlandsBoys Will Be Boys Lyrics[Verse 1]
It's second nature to walk home before the sun goes down
And put your keys between your knuckles when there's boys around
Isn't it funny how we laugh it off to hide our fear
When there's nothing funny here? (Ah)
Sick intuition that they taught us, so we won't freak out
We hide our figures, doing anything to shut their mouths
We smile away to ease the tension so it don't go south
But there's nothing funny now (Ah)

[Pre-Chorus]
When will we stop saying things
'Cause they're all listening?
No, the kids ain't alright
Oh, and they do what they see
'Cause it's all on TV
Oh, the kids ain't alright

[Chorus]
Boys will be, boys will be
Boys will be, boys will be boys
But girls will be women
Boys will be, boys will be
Boys will be, boys will be boys
But girls will be women
See Dua Lipa LiveGet tickets as low as $65You might also like[Verse 2]
I'm sure if there's something that I can't find the words to say
I know that there will be a man around to save the day
And that was sarcasm, in case you needed it mansplained
I should've stuck to ballet (Ah)

[Pre-Chorus]
When will we stop saying things
'Cause they're all listening?
No, the kids ain't alright
Oh, and they do what they see
'Cause it's all on TV
Oh, the kids ain't alright

[Chorus]
Boys will be, boys will be
Boys will be, boys will be boys
But girls will be women
Boys will be, boys will be
Boys will be, boys will be boys
But girls will be women

[Bridge]
If you're offended by this song
You're clearly doing something wrong
If you're offended by this song
Then you're probably saying
Boys will be, boys will be
Boys will be, boys will be boys
But girls will be women
[Pre-Chorus]
When will we stop saying things
'Cause they're all listening?
No, the kids ain't alright
Oh, and they do what they see
'Cause it's all on TV
Oh, the kids ain't alright

[Chorus]
Boys will be, boys will be
Boys will be, boys will be boys
But girls will be women
Boys will be, boys will be
Boys will be, boys will be boys
But girls will be women46Embed"
Dua-lipa,"79 ContributorsTranslationsPortuguêsEspañolFrançaisDeutschTürkçeفارسیРусскийItalianoBahasa IndonesiaБългарскиالعربيةShqipHebrewМакедонскиPolskiRomânăHoudini Lyrics[Intro]
Okay
Mm, ah

[Chorus]
I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go
Prove you got the right to please me
Everybody knows
Catch me or I go Houdini

[Verse 1]
Time is passin' like a solar eclipse
See you watchin' and you blow me a kiss
It's your moment, baby, don't let it slip
Come in closer, are you readin' my lips?

[Chorus]
They say I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go
Prove you got the right to please me
Everybody knows
Catch me or I go Houdini
See Dua Lipa LiveGet tickets as low as $65You might also like[Post-Chorus]
If you're good enough, you'll find the way
Maybe you could cause a girl to change (Her ways)
Do you think about it night and day?
Maybe you could be the one to make me stay

[Verse 2]
Everything you say is soundin' so sweet (Ah-ah)
But do you practise everything that you preach? (Ah-ah)
I need something that'll make me believe (Ah-ah)
If you got it, baby, give it to me

[Chorus]
They say I come and I go
Tell me all the ways you need me
I'm not here for long
Catch me or I go Houdini
I come and I go (I come and I go)
Prove you got the right to please me
Everybody knows (I'm not here for long)
Catch me or I go Houdini

[Post-Chorus]
If you're good enough, you'll find the way
Maybe you could cause a girl to change (Her ways)
Do you think about it night and day?
Maybe you could be the one to make me stay
[Bridge]
Oh-oh
Ooh

[Chorus]
I come and I go
Tell me all the ways you need me (Ooh)
I'm not here for long
Catch me or I go Houdini
I come and I go (I come and I go)
Prove you got the right to please me
Everybody knows (I'm not here for long)
Catch me or I go Houdini

[Outro]
Houdini (Ah)
Catch me or I go Houdini12Embed"
Dua-lipa,"58 ContributorsTranslationsFrançaisEspañolThinking ’Bout You Lyrics[Verse 1]
3 A.M. and my neighbors hate me
Music blasting, shaking these walls
This time Mary Jane won't save me
I've been working later, I've been drinking stronger
I've been smoking deeper but the memories won't stop

[Chorus]
I can't stop thinking 'bout you
I can't stop thinking 'bout you
I can't get high, I can't get by, I can't get through
I can't stop thinking 'bout you

[Verse 2]
Like poison coursing through me
So clear my vision is blurred
The haze won't put my mind at ease
I've been sleeping later, I've been breathing stronger
I've been digging deeper, but the memories won't stop

[Chorus]
I can't stop thinking 'bout you
I can't stop thinking 'bout you
I can't get high, I can't get by, I can't get through
I can't stop thinking 'bout you
See Dua Lipa LiveGet tickets as low as $65You might also like[Bridge]
I want you all
Say it before you run out of time
I want you all
Say it before it's too late
I want you all
Say what I am feeling now
I want you all
Waiting is insane

[Chorus]
I can't stop thinking 'bout you
I can't stop thinking 'bout you
I can't get high, I can't get by, I can't get through
I can't stop thinking 'bout you
I can't stop thinking 'bout you
I can't get high, I can't get by, I can't get through
I can't stop thinking 'bout you22Embed"
Dua-lipa,"75 ContributorsTranslationsNederlandsEspañolTürkçePortuguêsFrançaisEnglishPretty Please Lyrics[Verse 1]
Somewhere in the middle, I
Think I lied a little, I
I said if we took it there, I wasn't gonna change
But that went out the window, yeah (Gonna break, gonna break)

[Pre-Chorus]
I know that I seem a little stressed out
But you're here now, and you're turning me on
I wanna feel a different kinda tension
Yeah, you guessed it, the kind that's fun
Hate it when you leave me unattended
'Cause I miss ya, and I need your love
When my mind is runnin' wild
Could you help me slow it down?

[Chorus]
Put my mind at ease
Pretty please
I need your hands on me
Sweet relief
Pretty please

[Verse 2]
Exactly where I want me, yeah
Underneath your body, yeah
If we take it further, I swear I ain't gonna break
So, baby, come try me
Baby, come find me
Baby, don't wind me up
See Dua Lipa LiveGet tickets as low as $65You might also like[Pre-Chorus]
I know that I seem a little stressed out
But you're here now, and you're turning me on
I wanna feel a different kinda tension
Yeah, you guessed it, the kind that's fun
Hate it when you leave me unattended
'Cause I miss ya, and I need your love
When my mind is runnin' wild
Could you help me slow it down?

[Chorus]
Put my mind at ease
Pretty please
I need your hands on me
Sweet relief
Pretty
Put my mind at ease
Trickle down my spine
Oh, you look so pretty, please
Every single night, I need your hands on me
When your kisses climb
Oh, you give me sweet relief
Made me feel so pretty
Would you help me out, please?

[Break]
Pretty
Pretty
Pretty
Pretty
[Pre-Chorus]
Hate it when you leave me unattended
'Cause I miss ya, and I need your love
When my mind is runnin' wild
Could you help me slow it down?

[Chorus]
Put my mind at ease
Trickle down my spine
Oh, you look so pretty, please
Every single night, I need your hands on me
When your kisses climb
Oh, you give me sweet relief
Made me feel so pretty
Would you help me out, please?

[Outro]
Pretty please25Embed"
Dua-lipa,"77 ContributorsTranslationsTürkçeEspañolPortuguêsFrançaisEnglishNederlandsGood in Bed Lyrics[Intro: Take A Daytrip]
(Hey!)

[Verse 1]
Yeah, let's get to the point here
You love to disappoint me, don't ya?
You tell me what I want, but ain't no follow through
You don't follow through, no
But if you only knew me
The way you know my body, baby
Then I think maybe we could probably see this through
We could make it through, but

[Pre-Chorus]
I've been thinking it'd be better
If we didn't know each other
Then you go and make me feel okay
Got me thinking it'd be better
If we didn't stay together
Then you put your hands up on my waist

[Chorus]
I know it's really bad, bad, bad, bad, bad
Messing with my head, head, head, head, head
We drive each other mad, mad, mad, mad, mad
But baby, that's what makes us good in bed
Please, come take it out on me, me, me, me, me
I know it's really bad, bad, bad, bad
But baby, that's what makes us good in bed
See Dua Lipa LiveGet tickets as low as $65You might also like[Post-Chorus]
It's bad
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed

[Verse 2]
I dedicate this verse to (Verse to)
All that good pipe in the moonlight
In the long nights where we did everything but talk it through
That's what we do, yeah (Oh)
You always let me down, boy (Oh, oh)
But when you're going down, I get so up (So up)
Don't know if I can find someone who do me like you do

[Pre-Chorus]
I've been thinking it'd be better
If we didn't know each other (Ah-ah-ah-ah)
Then you go and make me feel okay
Got me thinking it'd be better
If we didn't stay together
Then you put your hands up on my waist (Ah-ha)

[Chorus]
I know it's really bad, bad, bad, bad, bad
Messing with my head, head, head, head, head
We drive each other mad, mad, mad, mad, mad
But baby, that's what makes us good in bed
Please (Please), come take it out on me, me, me, me, me
I know it's really bad, bad, bad, bad
But baby, that's what makes us good in bed
[Post-Chorus]
It's bad
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed (That's what makes us)
It's bad (Oh-oh)
We drive each other mad (Oh-oh)
It might be kinda sad
But I think that's what makes us good in bed (That's what)

[Bridge]
(Ah)
Yeah, we don't know how to talk (Mmm)
But damn, we know how to fuck

[Chorus]
I know it's really bad, bad, bad, bad, bad (Ah)
Messing with my head, head, head, head, head (Messing with my head)
We drive each other mad, mad, mad, mad, mad
But baby, that's what makes us good in bed
Please (Oh, please), come take it out on me, me, me, me, me
I know it's really bad, bad, bad, bad
But baby, that's what makes us good in bed (That's what makes us good in bed)

[Post-Chorus]
It's bad
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed (That's what makes us)
It's bad (Mmm)
We drive each other mad
It might be kinda sad
But I think that's what makes us good in bed18Embed"
Dua-lipa,"95 ContributorsTranslationsFrançaisTürkçeEspañolСрпскиPortuguêsPolskiDeutschNederlandsفارسیFuture Nostalgia Lyrics[Intro]
Future
(Future nostalgia)
(Future nostalgia)
(Future nostalgia)

[Verse 1]
You want a timeless song, I wanna change the game
Like modern architecture, John Lautner coming your way
I know you like this beat 'cause Jeff's been doin' the damn thing
You wanna turn it up loud, Future Nostalgia is the name (Future nostalgia)

[Chorus]
I know you're dying trying to figure me out
My name's on the tip of your tongue, keep running your mouth
You want the recipe, but can't handle my sound
My sound, my sound (Future, future nostalgia)

[Post-Chorus]
No matter what you do, I'm gonna get it without ya (Hey, hey)
(Future nostalgia)
I know you ain't used to a female alpha (No way, no way)
(Future nostalgia)
No matter what you do, I'm gonna get it without ya (Hey, hey)
(Future nostalgia)
I know you ain't used to a female alpha (No way, no way)
(Future nostalgia)
See Dua Lipa LiveGet tickets as low as $65You might also like[Verse 2]
Can't be a rolling stone if you live in a glass house (Future nostalgia)
You keep on talking that talk, one day, you're gonna blast out
You can't be bitter if I'm out here showing my face (Future nostalgia)
You want what now looks like, let me give you a taste

[Chorus]
I know you're dying trying to figure me out
My name's on the tip of your tongue, keep running your mouth
You want the recipe, but can't handle my sound
My sound, my sound (Future, future nostalgia)

[Post-Chorus]
No matter what you do, I'm gonna get it without ya (Hey, hey)
(Future nostalgia)
I know you ain't used to a female alpha (No way, no way)
(Future nostalgia)
No matter what you do, I'm gonna get it without ya (Hey, hey)
(Future nostalgia)
I know you ain't used to a female alpha (No way, no way)
(Future nostalgia)

[Bridge]
You can't get with this if you ain't built for this
You can't get with this if you ain't built for this
I can't build you up if you ain't tough enough
I can't teach a man how to wear his pants (Haha)
[Chorus]
I know you're dying trying to figure me out
My name's on the tip of your tongue, keep running your mouth
You want the recipe, but can't handle my sound
My sound, my sound (Future)
I know you're dying trying to figure me out
My name's on the tip of your tongue, keep running your mouth
You want the recipe, but can't handle my sound
My sound, my sound (Future, future nostalgia)

[Outro]
(Future nostalgia)
(Future nostalgia)
My sound, my sound, my sound
(Future, future nostalgia)39Embed"
Dua-lipa,"62 ContributorsTranslationsFrançaisEspañolGenesis Lyrics[Verse 1]
In the beginning
God created Heaven and Earth, for what it's worth
I think that He might've created you first
Just my opinion
Your body is the one paradise that I wanna fly to
Every day and every night

[Pre-Chorus]
I've been sick and tired of running
Chasing all of the flashing lights
These late nights don't mean nothing
So I just wanna apologise
I'm sorry, so sorry
I'm sorry, yeah

[Chorus]
I need your love
And I'm dying for the rush
'Cause my heart ain't got enough
I need your touch
This is getting serious
Tell me that it's not the end of us
How can we go back to the beginning?
How can we go back to the beginning?
Without you, I've got no air to breathe in
How can we go back to the beginning?
See Dua Lipa LiveGet tickets as low as $65You might also like[Verse 2]
Don't matter what's written
We can start all over again, all over again
Oh, how can I get you all over my skin?
My deep intuition
Tells me that I'm doing you wrong, if I don't come home
Just say you forgive me and don't let me go

[Pre-Chorus]
I've been sick and tired of running
Chasing all of the flashing lights
These late nights don't mean nothing
So I just wanna apologise
I'm sorry, so sorry
I'm sorry, yeah

[Chorus]
I need your love
And I'm dying for the rush
'Cause my heart ain't got enough
I need your touch
This is getting serious
Tell me that it's not the end of us
How can we go back to the beginning?
How can we go back to the beginning?
Without you, I've got no air to breathe in
How can we go back to the beginning?
[Bridge]
You know
I'll roar like a lion
For you
You know I'll keep trying
Till the sun stops rising

[Chorus]
I need your love
And I'm dying for the rush
'Cause my heart ain't got enough
I need your touch
This is getting serious
Tell me that it's not the end of us
How can we go back to the beginning?
How can we go back to the beginning?
Without you, I've got no air to breathe in
How can we go back to the beginning?22Embed"
